#separator:semicolon
#html:true
#columns:Question;Answer;Category;CardID;SourceFolder
Hvilket lag, anført av bl.a. Isabell Herlovsen, vant Toppserien for første gang i 2012 og har siden vært dominerende i norsk kvinnefotball?;LSK Kvinner;Sport;84c05c19-f963-488d-9caa-a80d0531d686;007
Hvilket produkt, som man vanligvis finner på badet, heter 'hoitoaine' på finsk?;Balsam;Språk;84c05c19-f963-488d-9caa-a80d0531d686;007
Hva kalles jordens undergang i norrøn mytologi?;Ragnarok;Tradisjon_og_tro;84c05c19-f963-488d-9caa-a80d0531d686;007
Hva heter journalisten som i 2018 begynte som programleder for NRKs 'Debatten'?;Fredrik Solvang (f. 1977);TV_og_serier;84c05c19-f963-488d-9caa-a80d0531d686;007
Hvilket insekt er det som 'flyr i skumringen' i Maria Gripes roman fra 1979?;Tordivelen;Bøker;1e029328-690d-441a-ae10-f5ca3b2df7c4;007
Hva heter insektet som vises på bilde 119?;Øyenstikker;Dyr;1e029328-690d-441a-ae10-f5ca3b2df7c4;007
Hva kaller den sjenerte Peter Parker seg når han forvandler seg til superhelt?;Spiderman;Film;1e029328-690d-441a-ae10-f5ca3b2df7c4;007
I hvilket Sør-Amerikansk land heter hovedstaden Santiago?;Chile;Geografi;1e029328-690d-441a-ae10-f5ca3b2df7c4;007
Hvor mye kostet en Krone-Is da den ble lansert i 1953?;0,75 kroner;Historie;1e029328-690d-441a-ae10-f5ca3b2df7c4;007
Hva er hobbyen din hvis du abonnerer på bladene 'Wendy' og 'Penny & Friends'?;Hester (ridning);Hverdag;1e029328-690d-441a-ae10-f5ca3b2df7c4;007
Hva er hovedingrediensen i retten baba ghanoush?;Aubergine;Mat_og_drikke;1e029328-690d-441a-ae10-f5ca3b2df7c4;007
Hvilken artist fikk sitt gjennombrudd på 1950-tallet med hits som 'Jailhouse Rock' og 'Love Me Tender'?;Elvis Presley (1935-77);Musikk;1e029328-690d-441a-ae10-f5ca3b2df7c4;007
Hva kalles de kjemiske stoffene som brukes til å mykgjøre plast, og som kan fremkalle hormonforstyrrelser hos mennesker?;Ftalater;Natur_og_miljø;1e029328-690d-441a-ae10-f5ca3b2df7c4;007
Hvilken italiensk vitenskapsmann oppdaget Jupiters måner og ble fengslet fordi han mente at jorden dreiet rundt solen?;Galileo Galilei (1564-1642);Naturvitenskap;1e029328-690d-441a-ae10-f5ca3b2df7c4;007
I hvilken av årets måneder feirer man farsdag i Norge?;November (andre søndag);Samfunn;1e029328-690d-441a-ae10-f5ca3b2df7c4;007
I hvilket brettspill må man gjennom kategoriene Ordsnok, Rampelyst, Målemester og Faktonaut?;Cranium;Spill_og_lek;1e029328-690d-441a-ae10-f5ca3b2df7c4;007
Hvilket land er man i hvis man spiller golf på den berømte golfbanen i St. Andrews?;Skottland;Sport;1e029328-690d-441a-ae10-f5ca3b2df7c4;007
Hva er det norske uttrykket for det engelske 'wedgie', der man trekker en persons underbukse oppover ryggen?;Truserøsk;Språk;1e029328-690d-441a-ae10-f5ca3b2df7c4;007
Ved hvilken kirkelig begivenhet synger man ofte salmene 'Alltid freidig når du går' og 'Så ta da mine hender'?;Begravelse;Tradisjon_og_tro;1e029328-690d-441a-ae10-f5ca3b2df7c4;007
Hva het programmet på Discovery Channel hvor Jamie Hyneman og Adam Savage fant ut om det var hold i ulike vandrehistorier?;MythBusters;TV_og_serier;1e029328-690d-441a-ae10-f5ca3b2df7c4;007
Hva heter yngstegutten i Anne-Cath. Vestlys bøker om 'Mormor og de åtte ungene'?;Morten Minstemann;Bøker;9d408c5e-bacc-428c-b46d-5fe09437adf7;007
På hvilken annen øy enn Sumatra lever orangutangen i det fri?;Borneo;Dyr;9d408c5e-bacc-428c-b46d-5fe09437adf7;007
Hvilket instrument spiller den musikalske alligatoren Louis, som blir venn med prinsen og prinsessen i Disneys film 'Prinsessen og frosken'?;Trompet;Film;9d408c5e-bacc-428c-b46d-5fe09437adf7;007
I hvilken by kan man komme opp i bygningen på bilde J3?;New York City;Geografi;9d408c5e-bacc-428c-b46d-5fe09437adf7;007
Hva var etternavnet til det norske ekteparet som på 1960-tallet påviste spor etter en ca. 1 000 år gammel norrøn bosetning på Newfoundland?;Ingstad (Anne Stine, 1918-97 og Helge, 1899-2001);Historie;9d408c5e-bacc-428c-b46d-5fe09437adf7;007
Hvilket engelsk ord brukes om utganger på en flyplass der man går om bord i fly?;Gate;Hverdag;9d408c5e-bacc-428c-b46d-5fe09437adf7;007
Hva kalles sukker som ikke er raffinert?;Råsukker;Mat_og_drikke;9d408c5e-bacc-428c-b46d-5fe09437adf7;007
Fra hvilket land kommer bandet Tokio Hotel?;Tyskland;Musikk;9d408c5e-bacc-428c-b46d-5fe09437adf7;007
Hva kalles usortert løsmateriale av stein som er avsatt av en isbre?;Morene;Natur_og_miljø;9d408c5e-bacc-428c-b46d-5fe09437adf7;007
Hvilket norsk ord brukes om sykdommen 'gangren', hvor kroppens vev råtner og i verste fall må amputeres?;Koldbrand;Naturvitenskap;9d408c5e-bacc-428c-b46d-5fe09437adf7;007
Hvilket tall forbindes med nettstedet opplysningen.no?;1881;Samfunn;9d408c5e-bacc-428c-b46d-5fe09437adf7;007
I hvilket land foregår det klassiske strategispillet Carcassonne?;Frankrike;Spill_og_lek;9d408c5e-bacc-428c-b46d-5fe09437adf7;007
Hvilken by var vert for de olympiske leker i 1984, da mange østeuropeiske land valgte å bli hjemme?;Los Angeles;Sport;9d408c5e-bacc-428c-b46d-5fe09437adf7;007
Hva heter den andre bokstaven i det greske alfabetet?;Beta;Språk;9d408c5e-bacc-428c-b46d-5fe09437adf7;007
Hvilket nummer i rekken av de ti bud er 'Du skal ikke stjele'?;7;Tradisjon_og_tro;9d408c5e-bacc-428c-b46d-5fe09437adf7;007
Hvilken tidligere alpinist har ledet TVNorge-realityserien '71° nord' i over femten år?;Tom Stiansen (f. 1970);TV_og_serier;9d408c5e-bacc-428c-b46d-5fe09437adf7;007
Hvilken norsk forfatter har skrevet boken 'Buzz Aldrin, hvor ble det av deg i alt mylderet?' og ungdomsromanen 'Darlah'?;Johan Harstad (f. 1979);Bøker;4b9886b4-f54b-433e-a037-aa3b59a23928;007
I hvilken by kan man besøke Atlanterhavsparken?;Ålesund;Dyr;4b9886b4-f54b-433e-a037-aa3b59a23928;007
Hva slags dyr er Alvin og vennene hans som i en film flytter inn hos låtskriveren Dave og imponerer ham med sang?;Ekorn (jordekorn);Film;4b9886b4-f54b-433e-a037-aa3b59a23928;007
Hva heter Nord-Afrikas minste land, som ligger mellom sine store naboer Algerie og Libya?;Tunisia;Geografi;4b9886b4-f54b-433e-a037-aa3b59a23928;007
Hvilken krig skildrer maleren Pablo Picasso på sitt berømte maleri 'Guernica'?;Den spanske borgerkrigen;Historie;4b9886b4-f54b-433e-a037-aa3b59a23928;007
Hvilken nettleser ble lansert av Apple i 2003 og er en av de mest brukte på MAC-maskiner?;Safari;Hverdag;4b9886b4-f54b-433e-a037-aa3b59a23928;007
Hva kalles de mange små forrettene som serveres på italienske restauranter?;Antipasti;Mat_og_drikke;4b9886b4-f54b-433e-a037-aa3b59a23928;007
Hvilken superstjerne er kjent for hits som 'Diamonds' og 'We Found Love'?;Rihanna (Robyn Rihanna Fenty, f. 1988);Musikk;4b9886b4-f54b-433e-a037-aa3b59a23928;007
Hvilket selskap, grunnlagt i 1992, er ansvarlig for det norske kraftsystemet og for å legge til rette for å oppfylle nasjonale klimamål?;Statnett;Natur_og_miljø;4b9886b4-f54b-433e-a037-aa3b59a23928;007
Hva er det norske navnet for knokkelen som går fra brystbeinet og opp til skulderbladet, og som også kalles nøkkelbeinet?;Kragebeinet;Naturvitenskap;4b9886b4-f54b-433e-a037-aa3b59a23928;007
I hvilken avis ble Trine Eilertsen sjefredaktør i 2016?;Aftenposten;Samfunn;4b9886b4-f54b-433e-a037-aa3b59a23928;007
Hva heter kortene man må trekke når man lander på et spørsmålstegn i vanlig Monopol?;Prøv lykken;Spill_og_lek;4b9886b4-f54b-433e-a037-aa3b59a23928;007
Hvem ble i 2018 den første kvinnelige fotballspilleren som vant Gullballen, eller Ballon d'Or?;Ada Hegerberg (f. 1995);Sport;4b9886b4-f54b-433e-a037-aa3b59a23928;007
Hvilken forkortelse brukes både om 'blant annet' og 'blant andre'?;bl.a.;Språk;4b9886b4-f54b-433e-a037-aa3b59a23928;007
Hvordan lyder andre del av det dobbelte kjærlighetsbudet, som også kalles nestekjærlighetsbudet?;Du skal elske din neste som deg selv;Tradisjon_og_tro;4b9886b4-f54b-433e-a037-aa3b59a23928;007
Teenage Mutant Ninja Turtles er oppkalt etter kjente kunstnere og heter Raphael, Donatello og Michelangelo. Hva heter den fjerde?;Leonardo;TV_og_serier;4b9886b4-f54b-433e-a037-aa3b59a23928;007
Hva heter tegneseriefiguren 'Donald Duck' på dansk?;Anders And;Bøker;cdeaf70b-6243-47c5-acf7-e2335c65b0d0;007
Det finnes to nålevende pattedyr i verden som legger egg. Det ene er maurpinnsvinet, hva heter det andre?;Nebbdyr;Dyr;cdeaf70b-6243-47c5-acf7-e2335c65b0d0;007
Hva inneholder de fargede glasskulene som Rileys fem følelser holder orden på i filmen 'Innsiden ut'?;Minner;Film;cdeaf70b-6243-47c5-acf7-e2335c65b0d0;007
Hva heter havet som ligger mellom Europa og Afrika?;Middelhavet;Geografi;cdeaf70b-6243-47c5-acf7-e2335c65b0d0;007
Hva kalles rivaliseringen og spenningstilstanden mellom USA og Sovjetunionen i perioden 1945-90?;Den kalde krigen;Historie;cdeaf70b-6243-47c5-acf7-e2335c65b0d0;007
Hvilket it-selskap er kjent for produktene OfficeJet og LaserJet?;Hewlett-Packard (HP);Hverdag;cdeaf70b-6243-47c5-acf7-e2335c65b0d0;007
Hva kalles den amerikanske retten der krydret svinekjøtt tilberedes i så lang tid at kjøttet blir mørt og kan rives fra hverandre?;Pulled pork;Mat_og_drikke;cdeaf70b-6243-47c5-acf7-e2335c65b0d0;007
Hvilket pønkrockband fra Kristiansand albumdebuterte i 2011 med 'La alarmane gå', med bl.a. en cover av Raga Rockers-låten 'Noen å hate'?;Honningbarna;Musikk;cdeaf70b-6243-47c5-acf7-e2335c65b0d0;007
Hvilken blomst regnes, ved siden av bergfrue, som Norges nasjonalblomst?;Røsslyng;Natur_og_miljø;cdeaf70b-6243-47c5-acf7-e2335c65b0d0;007
Hva heter det dødelige viruset som smitter via kroppsvæsker, og som rammet Vest-Afrika i en epidemi i 2014?;Ebola;Naturvitenskap;cdeaf70b-6243-47c5-acf7-e2335c65b0d0;007
Hva er industriselskapet Store Norske kjent for å produsere?;Kull;Samfunn;cdeaf70b-6243-47c5-acf7-e2335c65b0d0;007
I hvilket multiplayer onlinespill som ble populært på rekordtid etter lanseringen i 2015, er man en celle som skal bli større og større?;Agar.io;Spill_og_lek;cdeaf70b-6243-47c5-acf7-e2335c65b0d0;007
Et speedwayløp består av flere separate løp. Hvilket engelsk ord brukes om et enkelt løp?;Heat;Sport;cdeaf70b-6243-47c5-acf7-e2335c65b0d0;007
Hvilke fire ord skjuler seg bak den engelske forkortelsen YOLO?;You Only Live Once;Språk;cdeaf70b-6243-47c5-acf7-e2335c65b0d0;007
Hvilken farge er det på klærne til de ugifte munkene fra Hare Krishna-bevegelsen?;Oransje;Tradisjon_og_tro;cdeaf70b-6243-47c5-acf7-e2335c65b0d0;007
Hva heter den amerikanske barnekanalen som har fått navn etter fem-cent-mynten som man i gamle dager betalte for å gå på kino?;Nickelodeon;TV_og_serier;cdeaf70b-6243-47c5-acf7-e2335c65b0d0;007
Hvilken engelsk tittel har den japanske tegneserien der den unge 'martial arts'-krigeren Son Goku kjemper mot ondskap?;Dragon Ball;Bøker;406ec028-ae88-4a01-801d-0b81a437be1d;007
I hvilken by kan man besøke det marine opplevelsessenteret Polaria, som bl.a. har et arktisk akvarium?;Tromsø;Dyr;406ec028-ae88-4a01-801d-0b81a437be1d;007
Hvilken av figurene i tegnefilmene om Ole Brumm er vanligvis et svært lite dyr og en engstelig liten fyr?;Nasse Nøff;Film;406ec028-ae88-4a01-801d-0b81a437be1d;007
I hvilken fjord kan man se både Preikestolen og Kjeragbolten?;Lysefjorden;Geografi;406ec028-ae88-4a01-801d-0b81a437be1d;007
I hvilket tiår ble bilde B2 tatt?;1980-tallet (Bildet viser Berlinmurens fall i 1989);Historie;406ec028-ae88-4a01-801d-0b81a437be1d;007
I hvilken by er man på ferie hvis man prøver pariserhjulet på bilde Q6?;London (London Eye);Hverdag;406ec028-ae88-4a01-801d-0b81a437be1d;007
Hvis man kjøper de italienske delikatessene pecorino, scamorza og ricotta, hva kjøper man da?;Ost;Mat_og_drikke;406ec028-ae88-4a01-801d-0b81a437be1d;007
Hvilken internasjonalt berømt pianist ble i 2013 den første artisten noensinne til å vinne ti Spellemannpriser?;Leif Ove Andsnes (f. 1970);Musikk;406ec028-ae88-4a01-801d-0b81a437be1d;007
Hva er det norske navnet på frukttreet 'pyrus'?;Pære;Natur_og_miljø;406ec028-ae88-4a01-801d-0b81a437be1d;007
Hvilket primtall i tillegg til 1 går opp i både 39 og 65?;13;Naturvitenskap;406ec028-ae88-4a01-801d-0b81a437be1d;007
Hvem ble i 2017 Norges første kvinnelige utenriksminister?;Ine Marie Eriksen Søreide (f. 1976);Samfunn;406ec028-ae88-4a01-801d-0b81a437be1d;007
I hvilket brettspill skal man samle fliser som man bruker til å dekorere et portugisisk palass?;Azul;Spill_og_lek;406ec028-ae88-4a01-801d-0b81a437be1d;007
Hvor gammel var Magnus Carlsen da han i 2013 ble verdensmester i sjakk?;22;Sport;406ec028-ae88-4a01-801d-0b81a437be1d;007
Hvilket uttrykk fra insektverdenen brukes om noe som kun er interessant et kort øyeblikk, og fort blir glemt?;Døgnflue;Språk;406ec028-ae88-4a01-801d-0b81a437be1d;007
Hvilken av Jesu disipler hadde tilnavnet Iskariot?;Judas;Tradisjon_og_tro;406ec028-ae88-4a01-801d-0b81a437be1d;007
Hvilket dyr er danseløven Kong Julien, som etter å ha blitt populær med Madagaskar-filmene fikk sin egen tv-serie på Netflix?;Lemur;TV_og_serier;406ec028-ae88-4a01-801d-0b81a437be1d;007
Hvordan lyder den magiske setningen som kan åpne hulen i eventyret om 'Ali Baba og de 40 røverne'?;(Sesam), Sesam, lukk deg opp!;Bøker;6d16abbd-62d9-4a00-bf4d-0a70a0bbd1e2;007
Dette søramerikanske dyret sover mange timer om dagen og må kun kvitte seg med avføring en gang i uken. Hvilket dyr er det?;Dovendyr;Dyr;6d16abbd-62d9-4a00-bf4d-0a70a0bbd1e2;007
I hvilken drøy animasjonsfilm, som opprinnelig er dansk, har Herman Flesvig hele 113 forskjellige stemmer i den norske versjonen?;Rutete Ninja;Film;6d16abbd-62d9-4a00-bf4d-0a70a0bbd1e2;007
I hvilken amerikansk stat ligger byen Houston?;Texas;Geografi;6d16abbd-62d9-4a00-bf4d-0a70a0bbd1e2;007
Hvilken engelsk sykepleier ble kjent for innsatsen sin under Krim-krigen, og for å ha grunnlagt den moderne sykepleien?;Florence Nightingale (1820-1910);Historie;6d16abbd-62d9-4a00-bf4d-0a70a0bbd1e2;007
Hvilket produkt ble i gamle dager kalt et kronometer?;Klokker;Hverdag;6d16abbd-62d9-4a00-bf4d-0a70a0bbd1e2;007
Hvilken råvare forbindes med det engelske området Maldon?;Salt;Mat_og_drikke;6d16abbd-62d9-4a00-bf4d-0a70a0bbd1e2;007
Hvilket forhistorisk monument i England har YLVIS-brødrene laget en sang om som har et titalls millioner visninger på YouTube?;Stonehenge;Musikk;6d16abbd-62d9-4a00-bf4d-0a70a0bbd1e2;007
Hvilket pigment er det som gir grønnfargen til planter?;Klorofyll;Natur_og_miljø;6d16abbd-62d9-4a00-bf4d-0a70a0bbd1e2;007
Hvilket ord bruker fysikeren om et lufttomt rom?;Vakuum;Naturvitenskap;6d16abbd-62d9-4a00-bf4d-0a70a0bbd1e2;007
Hvilket etternavn er det mest vanlige i Norge?;Hansen;Samfunn;6d16abbd-62d9-4a00-bf4d-0a70a0bbd1e2;007
Hva heter familiespillet hvor man skal få et tårn av fargerike treklosser til å bli høyere - uten at det velter?;Klossmajor;Spill_og_lek;6d16abbd-62d9-4a00-bf4d-0a70a0bbd1e2;007
Hva heter de tre Ingebrigtsen-brødrene fra Sandnes som har hatt stor suksess som løpere?;Henrik, Filip og Jakob;Sport;6d16abbd-62d9-4a00-bf4d-0a70a0bbd1e2;007
Hva betyr 'Frohe Weihnachten' på tysk?;God jul;Språk;6d16abbd-62d9-4a00-bf4d-0a70a0bbd1e2;007
Hvilken trosretning tilhører menn som bærer en såkalt kippa på hodet?;Jødedommen;Tradisjon_og_tro;6d16abbd-62d9-4a00-bf4d-0a70a0bbd1e2;007
Hvilken adventsserie forbindes med linjene 'Stille senker natten seg, over deg og over meg, snøen faller alt er hvitt, se så vakkert alt er blitt'?;Jul i Svingen;TV_og_serier;6d16abbd-62d9-4a00-bf4d-0a70a0bbd1e2;007
I Hemingways klassiker 'Den gamle mannen og havet' kjemper en fisker for å hale sitt livs fangst i land. Hva slags fisk kjemper han mot?;En sverdfisk;Bøker;4a7b49f8-307b-4473-bc2b-13a0e261f521;007
Det finnes tre krokodillefamilier: krokodiller, gavialer og hva heter den tredje?;Alligator;Dyr;4a7b49f8-307b-4473-bc2b-13a0e261f521;007
Hvilke dyr er de to vennene Todd og Copper i tegnefilmen 'To gode venner'?;Rev og hund;Film;4a7b49f8-307b-4473-bc2b-13a0e261f521;007
Hva heter det gule landet på bilde K3?;Chile;Geografi;4a7b49f8-307b-4473-bc2b-13a0e261f521;007
Hva kalles revolusjonen som startet i Storbritannia mot slutten av 1700-tallet?;Den industrielle revolusjon;Historie;4a7b49f8-307b-4473-bc2b-13a0e261f521;007
Hvilken farge er det på Men i logoen til fastfood-kjeden McDonald's?;Gul;Hverdag;4a7b49f8-307b-4473-bc2b-13a0e261f521;007
Hvilken mye brukt ingrediens finnes i utgaver som øland, enkorn og dallari?;Hvetemel;Mat_og_drikke;4a7b49f8-307b-4473-bc2b-13a0e261f521;007
Hvilket instrument forbindes med Jan Garbarek?;Saksofon;Musikk;4a7b49f8-307b-4473-bc2b-13a0e261f521;007
Hva kalles prosessen der planter ved hjelp av sollyset danner organisk stoff og oksygen?;Fotosyntese;Natur_og_miljø;4a7b49f8-307b-4473-bc2b-13a0e261f521;007
Hvilken nervesykdom har fått navn etter en engelsk lege og fører til at man skjelver på hendene og er stiv i musklene?;Parkinson;Naturvitenskap;4a7b49f8-307b-4473-bc2b-13a0e261f521;007
En norsk olympisk mester i kulekjøring har i senere tid gjort suksess med eget klesmerke. Hva heter hun?;Kari Traa (f. 1974);Samfunn;4a7b49f8-307b-4473-bc2b-13a0e261f521;007
Hva heter Nintendo-spillet, som bl.a. finnes i utgavene 'Melee' og 'Brawl', hvor man f.eks. skal kjempe med figurene Pikachu, Kirby og Mario?;Super Smash Bros.;Spill_og_lek;4a7b49f8-307b-4473-bc2b-13a0e261f521;007
Hvilken by var vert da de første moderne olympiske leker ble avholdt i 1896?;Athen;Sport;4a7b49f8-307b-4473-bc2b-13a0e261f521;007
Hva betyr den arabiske hilsenen 'assalamu alaikum'?;Fred være med deg;Språk;4a7b49f8-307b-4473-bc2b-13a0e261f521;007
Hvis man går til nattverd i kirken, får man en tynn kjeks som kalles et oblat. Før man spiser den, sier presten: 'Dette er Jesu …'?;Legeme (kropp);Tradisjon_og_tro;4a7b49f8-307b-4473-bc2b-13a0e261f521;007
I hvilken stor HBO-serie spiller Ingrid Bolsø Berdal rollen som roboten Armistice?;Westworld;TV_og_serier;4a7b49f8-307b-4473-bc2b-13a0e261f521;007
Hvilken bok av Robert Louis Stevenson handler om gutten Jim Hawkins som kjemper mot sjørøveren Long John Silver?;Skatten på sjørøverøya;Bøker;430d1f46-e07e-4e3c-b355-9a29b992e49f;007
Hvilken fugl ble i 1963 kåret til Norges nasjonalfugl?;Fossekall;Dyr;430d1f46-e07e-4e3c-b355-9a29b992e49f;007
Hvilken av følgende superhelter er IKKE med i 2012-filmen 'The Avengers': Hulk, Batman, Iron Man, Captain America eller Thor?;Batman;Film;430d1f46-e07e-4e3c-b355-9a29b992e49f;007
I hvilken by står skyskraperen Burj Khalifa, som med sine 828 meter ble verdens høyeste ved innvielsen i 2010?;Dubai;Geografi;430d1f46-e07e-4e3c-b355-9a29b992e49f;007
Hva er kjælenavnet på den største klokken i Westminster Palace i London?;Big Ben;Historie;430d1f46-e07e-4e3c-b355-9a29b992e49f;007
Hvilken stor netthandelsside, hvor man kan kjøpe klær, sko og mye annet, ble grunnlagt av tyskerne Schneider, Ritter og Gentz i 2008?;Zalando;Hverdag;430d1f46-e07e-4e3c-b355-9a29b992e49f;007
Fra hvilket land stammer det eksklusive kobe-kjøttet?;Japan;Mat_og_drikke;430d1f46-e07e-4e3c-b355-9a29b992e49f;007
Hva kalles det indiske instrumentet på bilde C11?;Sitar;Musikk;430d1f46-e07e-4e3c-b355-9a29b992e49f;007
Hvilke to farger kan en sjampinjong ha?;Hvit og brun;Natur_og_miljø;430d1f46-e07e-4e3c-b355-9a29b992e49f;007
I hvilket ledd i menneskekroppen sitter menisken?;I kneet;Naturvitenskap;430d1f46-e07e-4e3c-b355-9a29b992e49f;007
Hva er aldersgrensen på de sosiale mediene Facebook, Instagram og Snapchat?;13 år;Samfunn;430d1f46-e07e-4e3c-b355-9a29b992e49f;007
Hvilket sted, som bl.a. er nevnt i Bibelen, har gitt navn til en kjent hinklelek?;Paradis;Spill_og_lek;430d1f46-e07e-4e3c-b355-9a29b992e49f;007
Hvilken alpinist ble historisk da han i 2007 ble første nordmann som vant et internasjonalt mesterskap i utfor?;Aksel Lund Svindal (f. 1982);Sport;430d1f46-e07e-4e3c-b355-9a29b992e49f;007
Hvilket tall er det danskene tenker på når de sier 'halvtreds'?;50;Språk;430d1f46-e07e-4e3c-b355-9a29b992e49f;007
Hva var det Lots hustru ifølge Bibelen ble forvandlet til da hun snudde seg for å se ødeleggelsen av Sodoma og Gomorra?;En saltstøtte;Tradisjon_og_tro;430d1f46-e07e-4e3c-b355-9a29b992e49f;007
På hvilken strømmetjeneste, som fikk norsk premiere i 2012, kan man se den spanske dramaserien 'Papirhuset' og eventyrserien 'The Witcher'?;Netflix;TV_og_serier;430d1f46-e07e-4e3c-b355-9a29b992e49f;007
