#separator:semicolon
#html:true
#columns:Question;Answer;Category;CardID;SourceFolder
I hvilket land foregår animasjonsfilmen 'Modig', som handler om bueskytteren Merida som ikke har lyst til å bare være en søt prinsesse?;Skottland;Film;60f5df77-1d5a-451f-9bfb-700d83bc12f0;006
Hva heter fossefallene som kan ses på bilde S7?;Niagara Falls;Geografi;60f5df77-1d5a-451f-9bfb-700d83bc12f0;006
I hvilket land brøt det i 2011 ut en borgerkrig fordi deler av befolkningen krevde at president Bashar al-Assad skulle gå av?;Syria;Historie;60f5df77-1d5a-451f-9bfb-700d83bc12f0;006
Hva betyr skiltet på bilde N8?;Parkering forbudt;Hverdag;60f5df77-1d5a-451f-9bfb-700d83bc12f0;006
Hva heter kjøkkenredskapet på bilde H7 som brukes til å finsnitte og rive grønnsaker?;Mandolin (mandolinjern);Mat_og_drikke;60f5df77-1d5a-451f-9bfb-700d83bc12f0;006
Han ga ut albumene 'Low' og 'Heroes' i 1977, og i 2016 kom albumet 'Blackstar' på gaten to dager før han døde. Hva het superstjernen?;David Bowie (1947-2016);Musikk;60f5df77-1d5a-451f-9bfb-700d83bc12f0;006
Hvilken fugl har gitt navn til det offisielle nordiske miljømerket?;Svane;Natur_og_miljø;60f5df77-1d5a-451f-9bfb-700d83bc12f0;006
Hva kalles et stoff som har pH-verdi over 7?;Base;Naturvitenskap;60f5df77-1d5a-451f-9bfb-700d83bc12f0;006
Hvem overtok i 2017 etter Kaci Kullmann Five som leder av Nobelkomiteen?;Berit Reiss-Andersen (f. 1954);Samfunn;60f5df77-1d5a-451f-9bfb-700d83bc12f0;006
I hvilket kortspill, som er med i mange utgaver av Microsoft Windows, skal man helst unngå å få stikk med en bestemt sort og med spar dame?;Hjerter;Spill_og_lek;60f5df77-1d5a-451f-9bfb-700d83bc12f0;006
Hvilket ord brukes om idrettsutøveren som sitter på vognen bak en travhest?;Kusk;Sport;60f5df77-1d5a-451f-9bfb-700d83bc12f0;006
Hva er det latinske ordet for vann?;Aqua;Språk;60f5df77-1d5a-451f-9bfb-700d83bc12f0;006
Hvilket land feirer nasjonaldag 6. juni?;Sverige;Tradisjon_og_tro;60f5df77-1d5a-451f-9bfb-700d83bc12f0;006
I hvilken tv-serie, som handler om en rånegjeng fra Bø, følger man karakterene GT, Sivert og Hege?;Rådebank;TV_og_serier;60f5df77-1d5a-451f-9bfb-700d83bc12f0;006
Hvem har skrevet komediene 'Stor ståhei for ingenting' og 'En midtsommernattsdrøm'?;William Shakespeare (1564-1616);Bøker;32232048-1d0c-4a3a-bd31-57ccc0b05e3e;006
Hvilken ape-art er sammen med bonobo-apen menneskets nærmeste slektning?;Sjimpanse;Dyr;32232048-1d0c-4a3a-bd31-57ccc0b05e3e;006
Hvilken film fra 2009 handler om de blå naviene på planeten Pandora?;Avatar;Film;32232048-1d0c-4a3a-bd31-57ccc0b05e3e;006
Hvilket land i Sør-Europa omfatter flere tusen øyer?;Hellas;Geografi;32232048-1d0c-4a3a-bd31-57ccc0b05e3e;006
I 1854 åpnet Norges første jernbane. Mellom hvilke to byer gikk den?;Oslo og Eidsvoll;Historie;32232048-1d0c-4a3a-bd31-57ccc0b05e3e;006
Hvilket dyr må gjennom en hinderløype i øvelsen 'agility'?;Hund;Hverdag;32232048-1d0c-4a3a-bd31-57ccc0b05e3e;006
Hva kalles loffskiver som dyppes i egg og melk, stekes, og krydres med sukker og kanel?;Arme riddere;Mat_og_drikke;32232048-1d0c-4a3a-bd31-57ccc0b05e3e;006
I 2019 flyttet en hardrockfestival fra Fredriksten festning i Halden til Ekebergsletta i Oslo. Hvilken festival?;Tons of Rock;Musikk;32232048-1d0c-4a3a-bd31-57ccc0b05e3e;006
Hva kalles dryppstein som vokser oppover?;Stalagmitter;Natur_og_miljø;32232048-1d0c-4a3a-bd31-57ccc0b05e3e;006
Hvilket apparat ble tidligere kalt en 'jernlunge'?;Respirator;Naturvitenskap;32232048-1d0c-4a3a-bd31-57ccc0b05e3e;006
Hvilken fabrikk forbindes med slagordet 'Et lite stykke Norge'?;Freia;Samfunn;32232048-1d0c-4a3a-bd31-57ccc0b05e3e;006
Hvor mange kulebrikker har hver spiller i en normal omgang med kinajakk?;10;Spill_og_lek;32232048-1d0c-4a3a-bd31-57ccc0b05e3e;006
Hva heter de olympiske lekene som avholdes for utøvere med fysisk funksjonshemming?;Paralympiske Leker;Sport;32232048-1d0c-4a3a-bd31-57ccc0b05e3e;006
Hvilket kort engelsk ord brukes om personer som er i mellomstadiet mellom barn og ungdom?;Tweens;Språk;32232048-1d0c-4a3a-bd31-57ccc0b05e3e;006
Hvilket fabeldyr, som er en blanding av en slange, en drage og en hane, har en dødelig gift og dør hvis den ser seg selv i speilet?;Basilisk;Tradisjon_og_tro;32232048-1d0c-4a3a-bd31-57ccc0b05e3e;006
Hvilket populærvitenskapelig tv-program for barn og unge er blitt sendt på NRK i over 20 år?;Newton;TV_og_serier;32232048-1d0c-4a3a-bd31-57ccc0b05e3e;006
Hvilken verdensberømt barnebok ble skrevet av Lewis Carroll i 1865?;Alice i Eventyrland;Bøker;2a6a376a-06bd-4cd4-a26c-384290c3e19f;006
Et hunndyr av denne arten kan få tre til fem kull i løpet av en sommer, og er vanlig i norske fjellstrøk. Hvilken gnager er det?;Lemen;Dyr;2a6a376a-06bd-4cd4-a26c-384290c3e19f;006
Hva heter den unge racerbilen som spiller hovedrollen i filmen 'Biler'?;Lynet McQueen;Film;2a6a376a-06bd-4cd4-a26c-384290c3e19f;006
Hvilket fjell, som ligger på grensen mellom Kina og Nepal, kaller tibetanerne for 'Chomolungma'?;Mount Everest;Geografi;2a6a376a-06bd-4cd4-a26c-384290c3e19f;006
Naturhistorisk museum stilte i 2009 ut verdens eldste hele apeskjelett, som har artsnavnet 'Darwinius masillae'. Hvilket kallenavn har fossilet?;Ida;Historie;2a6a376a-06bd-4cd4-a26c-384290c3e19f;006
Hvilket fransk ord brukes om rødfargen som gir glød og farge til bleke kinn?;Rouge;Hverdag;2a6a376a-06bd-4cd4-a26c-384290c3e19f;006
Hva kalles kjøttstykket av f.eks. okse eller svin som består av en avlang muskel fra innersiden av dyrets ryggøyle?;Mørbrad;Mat_og_drikke;2a6a376a-06bd-4cd4-a26c-384290c3e19f;006
The Blacksheeps vant MGPjr i 2008 med en samisk sangtittel som betyr 'Ti stille, hund'. Hva het sangen?;Oro jaska beana;Musikk;2a6a376a-06bd-4cd4-a26c-384290c3e19f;006
Hvilken blomst stammer fra Tyrkia, og er oppkalt etter det tyrkiske ord for 'turban'?;Tulipan;Natur_og_miljø;2a6a376a-06bd-4cd4-a26c-384290c3e19f;006
Hvilket organ er det som ikke fungerer når man må få dialyse?;Nyrene;Naturvitenskap;2a6a376a-06bd-4cd4-a26c-384290c3e19f;006
Hva het medgrunnleggeren av selskapet Apple som døde i 2011?;Steve Jobs (1955-2011);Samfunn;2a6a376a-06bd-4cd4-a26c-384290c3e19f;006
Hva er det siste ordet i sangleken 'Bjørnen sover'?;Trygg;Spill_og_lek;2a6a376a-06bd-4cd4-a26c-384290c3e19f;006
Hvem har spilt flest kamper for det norske herrelandslaget i fotball?;John Arne Riise (f. 1980);Sport;2a6a376a-06bd-4cd4-a26c-384290c3e19f;006
Hvilket ord fra svensk brukes på norsk om en kjent person?;Kjendis;Språk;2a6a376a-06bd-4cd4-a26c-384290c3e19f;006
Hva kalles dagen som kommer etter fastelavnssøndag, og to dager før den kristne fastetiden begynner?;Blåmandag;Tradisjon_og_tro;2a6a376a-06bd-4cd4-a26c-384290c3e19f;006
I hva slags bygning foregår det meste av handlingen i Netflix-serien 'Orange Is The New Black'?;Fengsel;TV_og_serier;2a6a376a-06bd-4cd4-a26c-384290c3e19f;006
Hva heter den engelske kongen som eventyrfiguren Robin Hood så lojalt kjemper for?;Rikard Løvehjerte (Rikard 1.);Bøker;a3e8ba04-7a2e-4741-82da-7b09543c103d;006
Hvilket dyr har tradisjonelt blitt jaktet på med en hakapik?;Seler;Dyr;a3e8ba04-7a2e-4741-82da-7b09543c103d;006
Hva heter den kvinnelige hovedrollefiguren i den romantiske vampyr-filmserien 'Twilight'?;Bella Swan (Isabella Marie Swan);Film;a3e8ba04-7a2e-4741-82da-7b09543c103d;006
I hvilken norsk by havner et brev som sendes til postnummer 3511?;Hønefoss;Geografi;a3e8ba04-7a2e-4741-82da-7b09543c103d;006
På hvilken halvøy i Tjøme i Vestfold kunne kongefamilien i 1993 ta i bruk sitt nye feriested?;Mågerø;Historie;a3e8ba04-7a2e-4741-82da-7b09543c103d;006
Hva heter det sosiale nettverket for jobb-kontakter som ble lansert i 2003, og som har mer enn 1 mill. norske brukere?;LinkedIn;Hverdag;a3e8ba04-7a2e-4741-82da-7b09543c103d;006
Hvor mange teskjeer går det i en spiseskje i en matoppskrift?;3;Mat_og_drikke;a3e8ba04-7a2e-4741-82da-7b09543c103d;006
Den amerikanske artisten Meghan Trainor hadde i 2014 en stor hit med låten 'All About That …'. Hvilket ord mangler i tittelen?;Bass;Musikk;a3e8ba04-7a2e-4741-82da-7b09543c103d;006
Hva kaller man de enorme gresslettene i Nord-Amerika?;Prærie;Natur_og_miljø;a3e8ba04-7a2e-4741-82da-7b09543c103d;006
Hvilket kort norsk ord brukes om revmatiske sykdommer som gir smerte og stivhet i ledd?;Gikt;Naturvitenskap;a3e8ba04-7a2e-4741-82da-7b09543c103d;006
Hvilken type institusjon forbinder man med navn som Bastøy, Åna og Ila?;Fengsel;Samfunn;a3e8ba04-7a2e-4741-82da-7b09543c103d;006
Hvilket engelsk ord bruker pokerspilleren når han kaster seg fra en runde?;Fold;Spill_og_lek;a3e8ba04-7a2e-4741-82da-7b09543c103d;006
Det olympiske flagget har en gul, en grønn, en rød og en blå ring, men hvilken farge har den femte ringen?;Sort;Sport;a3e8ba04-7a2e-4741-82da-7b09543c103d;006
Hvis en østfolding har på seg 'pælær', hva har han på seg, da?;Gummistøvler;Språk;a3e8ba04-7a2e-4741-82da-7b09543c103d;006
Hva bygget og tilba israelittene ifølge Bibelen mens Moses var oppe på Sinai-fjellet for å snakke med Gud?;En gullkalv;Tradisjon_og_tro;a3e8ba04-7a2e-4741-82da-7b09543c103d;006
Hvem overtok som programleder for det musikalske spørreprogrammet 'Beat for Beat' i 2016?;Atle Pettersen (f. 1989);TV_og_serier;a3e8ba04-7a2e-4741-82da-7b09543c103d;006
Hvem var det bare Askeladden klarte å målbinde i eventyret?;Prinsessen;Bøker;930ef873-8d2e-47dd-9d7d-d48f491931b0;006
Hva heter den opptil 10 meter lange kvelerslangen som er verdens lengste slange?;Nettpyton;Dyr;930ef873-8d2e-47dd-9d7d-d48f491931b0;006
I hvilken romantisk komedie fra 1999 forandres livet til bokhandleren William Thackers når han blir forelsket i filmstjernen Anna Scott?;Notting Hill;Film;930ef873-8d2e-47dd-9d7d-d48f491931b0;006
Hva heter landet som er markert med lilla på bilde 110?;Somalia;Geografi;930ef873-8d2e-47dd-9d7d-d48f491931b0;006
Hva kalles perioden fra ca. 1400-tallet til 1700-tallet, som spesielt i Italia betraktes som overgangen mellom middelalder og nyere tid?;Renessansen;Historie;930ef873-8d2e-47dd-9d7d-d48f491931b0;006
Hva heter de små skruehodene man setter i en drill hvis man skal bruke den til å skru med?;Bits;Hverdag;930ef873-8d2e-47dd-9d7d-d48f491931b0;006
Hvilken matrett kan ha fått navn etter Roald Amundsens polarkokk, og får sin karakteristiske smak fra rødbeter, sylteagurk og kapers?;Biff à la Lindstrøm;Mat_og_drikke;930ef873-8d2e-47dd-9d7d-d48f491931b0;006
Hvilken australsk artist har bl.a. hatt hiten 'Chandelier' og sunget på David Guettas 'Titanium'?;Sia (Sia Furler, f. 1975);Musikk;930ef873-8d2e-47dd-9d7d-d48f491931b0;006
Hva kalles den myke bergarten som hovedsakelig består av mineralet talk, som kan skjæres i med kniv, og som brukes i ovner?;Kleberstein;Natur_og_miljø;930ef873-8d2e-47dd-9d7d-d48f491931b0;006
Hva heter hovedbyen i den kinesiske Hubei-provinsen hvor coronaviruset SARS-CoV-2 ble oppdaget i 2019?;Wuhan;Naturvitenskap;930ef873-8d2e-47dd-9d7d-d48f491931b0;006
Hva slags bygg forbindes med Heddal, Borgund og Urnes?;Stavkirke;Samfunn;930ef873-8d2e-47dd-9d7d-d48f491931b0;006
Hvilket videospill finnes bl.a. i utgavene 'Swap Force', 'SuperChargers' og 'Imaginators'?;Skylanders;Spill_og_lek;930ef873-8d2e-47dd-9d7d-d48f491931b0;006
Hvilken fotballkeeper ble kåret til 'verdens beste keeper' fem år på rad fra 2008-2012?;Iker Casillas (f. 1981);Sport;930ef873-8d2e-47dd-9d7d-d48f491931b0;006
Hva er det engelske ordet for det som er avbildet på F7?;Pineapple;Språk;930ef873-8d2e-47dd-9d7d-d48f491931b0;006
Den 17. mars er det St. Patricks dag, som feires verden over med grønne farger og masse øl. Hvilket lands nasjonaldag er det?;Irland;Tradisjon_og_tro;930ef873-8d2e-47dd-9d7d-d48f491931b0;006
Hvilken figur kan man se i Disney Channels logo?;Mikke Mus;TV_og_serier;930ef873-8d2e-47dd-9d7d-d48f491931b0;006
Hva er navnet på trilogien til forfatter Zizou Corder som handler om Charlie Ashanti?;Løvegutten;Bøker;4b7945e1-d371-4507-a52f-fb66a231a070;006
I hvilket land lever kea-papegøyen som elsker å bygge på gummi, og ofte går til angrep på vindusviskere og bildekk?;New Zealand;Dyr;4b7945e1-d371-4507-a52f-fb66a231a070;006
Hva er navnet på øya hvor kjempegorillaen King Kong bor?;Skull Island;Film;4b7945e1-d371-4507-a52f-fb66a231a070;006
Hvilken øy på østkysten av USA har flere enn 1,5 mill. innbyggere selv om den bare er på størrelse med Falster?;Manhattan;Geografi;4b7945e1-d371-4507-a52f-fb66a231a070;006
Hvilken norsk sabotasjegruppe, som var aktiv fra 1944, ble i 2013 hedret med et minnesmerke på Aker Brygge i Oslo?;Pelle-gruppa;Historie;4b7945e1-d371-4507-a52f-fb66a231a070;006
Hva heter den amerikanske betalingstjenesten som har vært eid av eBay, og som man kan bruke når man handler på internett?;PayPal;Hverdag;4b7945e1-d371-4507-a52f-fb66a231a070;006
Hvilken energidrikk ble lansert i Østerrike i 1987, men kom først til Norge i 2009?;Red Bull;Mat_og_drikke;4b7945e1-d371-4507-a52f-fb66a231a070;006
Hvilket band ble historisk da de i 2009 ble første norske som både hadde 1.- og 2. plassen på VG-lista Topp 20, med 'Sometimes' og 'Ambitions'?;Donkeyboy;Musikk;4b7945e1-d371-4507-a52f-fb66a231a070;006
Hva heter blomsten på bilde H8, som er vanlig i mange norske stuer?;Orkidé;Natur_og_miljø;4b7945e1-d371-4507-a52f-fb66a231a070;006
Hvilket organ, som bare kvinner har, heter 'placenta' på latin?;Morkake;Naturvitenskap;4b7945e1-d371-4507-a52f-fb66a231a070;006
Hvis man har én av hver av de nåværende norske myntene, hvor mye penger har man da til sammen?;36 kr.;Samfunn;4b7945e1-d371-4507-a52f-fb66a231a070;006
I hvilket kortspill har man tapt hvis man sitter igjen med kortet der en gutt har sølt blekk på seg?;Svarteper;Spill_og_lek;4b7945e1-d371-4507-a52f-fb66a231a070;006
Hva kalles tingen på bilde D13 som brukes når man spiller golf?;Tee;Sport;4b7945e1-d371-4507-a52f-fb66a231a070;006
Det latinske ordet 'opus' betyr 'verk'. Hva heter 'opus' i flertall på latin?;Opera;Språk;4b7945e1-d371-4507-a52f-fb66a231a070;006
Hvordan lyder de første fem ordene i det kristne begravelsesritualet hvor presten kaster jord på kisten?;Av jord er du kommet;Tradisjon_og_tro;4b7945e1-d371-4507-a52f-fb66a231a070;006
I hvilken realityserie skal en gjeng norskamerikanere konkurrere om hvem som er mest norsk?;Alt for Norge;TV_og_serier;4b7945e1-d371-4507-a52f-fb66a231a070;006
Uttrykket 'Big Brother is watching you' kommer fra den berømte romanen om Winston Smith, som jobber i Sannhetsministeriet. Hva heter boken?;1984 (av George Orwell);Bøker;a3974a0d-ca62-4573-8218-a2e41e64f397;006
Hvilken liten fisk finnes både i en tre-pigget og en ni-pigget utgave, og er en populær fiskesluk?;Stingsild;Dyr;a3974a0d-ca62-4573-8218-a2e41e64f397;006
Hva heter dragen i eventyrfilmen 'Peter og Dragen'?;Elliott;Film;a3974a0d-ca62-4573-8218-a2e41e64f397;006
I hvilket land finner man verdens nordligste hovedstad?;Island (Reykjavik);Geografi;a3974a0d-ca62-4573-8218-a2e41e64f397;006
Ved hvilken kirke ligger Erkebispegården, som det norske kongehusets riksregalier ble flyttet til i 2006?;Nidarosdomen;Historie;a3974a0d-ca62-4573-8218-a2e41e64f397;006
På hvilket klassetrinn holder man nasjonale prøver i lesing og regning for første gang?;5.trinn;Hverdag;a3974a0d-ca62-4573-8218-a2e41e64f397;006
Hva heter en av verdens største kaffekjeder som ble grunnlagt i Seattle i 1971, og som kom til Norge i 2012?;Starbucks;Mat_og_drikke;a3974a0d-ca62-4573-8218-a2e41e64f397;006
Hva er det fire første ordene i Odd Nordstogas gjennombruddshit, 'Kveldssong for deg og meg'?;Grisen står og hyler;Musikk;a3974a0d-ca62-4573-8218-a2e41e64f397;006
Hva heter den opptil 3 meter høye planten med brun blomsterstand, som vises på bilde 118?;Dunkjevle;Natur_og_miljø;a3974a0d-ca62-4573-8218-a2e41e64f397;006
Hvilken planet i solsystemet vårt er omtrent like stor som jorden?;Venus;Naturvitenskap;a3974a0d-ca62-4573-8218-a2e41e64f397;006
Hva heter det elektroniske postsystemet som Posten Norge lanserte i 2011?;Digipost;Samfunn;a3974a0d-ca62-4573-8218-a2e41e64f397;006
I hvilket strategisk brettspill, som tidligere het Settlers, spiller man med sekskantede brikker?;Catan;Spill_og_lek;a3974a0d-ca62-4573-8218-a2e41e64f397;006
Hva kalles scoringen i amerikansk fotball der et lag får seks poeng for å legge ballen ned bak motstandernes mållinje?;Touchdown;Sport;a3974a0d-ca62-4573-8218-a2e41e64f397;006
Hva heter et 'grillparty' på amerikansk?;Barbecue;Språk;a3974a0d-ca62-4573-8218-a2e41e64f397;006
Hvilket engelsk uttrykk brukes om dagen etter thanksgiving, når julesgalget i USA starter for alvor?;Black Friday;Tradisjon_og_tro;a3974a0d-ca62-4573-8218-a2e41e64f397;006
I hvilket TVNorge-program hjelper Otto Robsahm familier med å bli ferdig med oppussingsprosjekter?;Sinnasnekker'n;TV_og_serier;a3974a0d-ca62-4573-8218-a2e41e64f397;006
Tor Åge Bringsværd har skrevet en rekke barnebøker om to små bestevenner. Hva heter bestevennen til Karsten i bokserien?;Petra;Bøker;642992f1-78b9-4e10-b11a-603325f2e444;006
Hvilken øgle kan veie opptil 150 kg og lukte åtsler 10 km unna?;Komodovaran;Dyr;642992f1-78b9-4e10-b11a-603325f2e444;006
Hvilket dyr er den feige og forfengelige prins Johan i Disneys tegnefilm om 'Robin Hood'?;Løve;Film;642992f1-78b9-4e10-b11a-603325f2e444;006
Hva heter den største øya i øygruppen Svalbard?;Spitsbergen;Geografi;642992f1-78b9-4e10-b11a-603325f2e444;006
Over hvilke to japanske byer slapp amerikanske styrker i 1945 to svært ødeleggende atombomber?;Hiroshima og Nagasaki;Historie;642992f1-78b9-4e10-b11a-603325f2e444;006
Hva er den norske betydningen av ordet 'jamboree'?;Speiderleir;Hverdag;642992f1-78b9-4e10-b11a-603325f2e444;006
Hva heter krydderurten på bilde B18?;Rosmarin;Mat_og_drikke;642992f1-78b9-4e10-b11a-603325f2e444;006
Hvilken artist har utgitt albumene '19', '21' og '25'?;Adele (Adele Adkins, f. 1988);Musikk;642992f1-78b9-4e10-b11a-603325f2e444;006
Hva kalles en type skog som vokser i saltvann i tropiske områder?;Mangrove;Natur_og_miljø;642992f1-78b9-4e10-b11a-603325f2e444;006
Hvilken luftveisykdom har fått navn etter det greske ordet for 'stønn'?;Astma;Naturvitenskap;642992f1-78b9-4e10-b11a-603325f2e444;006
Hvilken organisasjon bruker flagget på bilde Q7?;NATO;Samfunn;642992f1-78b9-4e10-b11a-603325f2e444;006
Hvilket dyr er den usedvanlig raske spillfiguren Sonic?;Piggsvin;Spill_og_lek;642992f1-78b9-4e10-b11a-603325f2e444;006
I hvilken idrett vant Stig-André Berge bronse i sommer-OL i Rio de Janeiro 2016?;Bryting;Sport;642992f1-78b9-4e10-b11a-603325f2e444;006
På tysk kan man sette tre forskjellige bestemte artikler foran et substantiv i entall. To av dem heter 'der' og 'die' - hva heter det tredje?;Das;Språk;642992f1-78b9-4e10-b11a-603325f2e444;006
Hva kalles skogsånden i romersk mytologi som er halvt menneske og halvt geit, og som lokker nymfer til seg med musikk?;Faun;Tradisjon_og_tro;642992f1-78b9-4e10-b11a-603325f2e444;006
Hva heter den amerikanske komiserien som handler om de nerdete forskerne Leonard og Sheldon og naboen deres Penny?;The Big Bang Theory;TV_og_serier;642992f1-78b9-4e10-b11a-603325f2e444;006
